	id	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	speechiness	tempo	valence	genre
229	The Prisoner - Edit;1998 Remastered Version	0.00187	0.38	363307	0.895	0.27	9	0.136	-5.017	0.0526	106.887	0.64	metal
230	22 Acacia Avenue - 1998 Remastered Version	0.0133	0.301	397627	0.923	0.00645	4	0.104	-5.051	0.0679	112.32	0.586	metal
231	The Number Of The Beast - 1998 Remastered Version	0.0189	0.42	291373	0.93	0.00675	2	0.264	-5.583	0.0638	99.641	0.344	metal
232	Run to the Hills - 1998 Remastered Version	0.0103	0.221	233960	0.956	0.000523	0	0.195	-4.641	0.0876	173.254	0.432	metal
233	Gangland - 1998 Remastered Version	0.00405	0.285	228973	0.957	0.0228	0	0.0776	-4.949	0.0976	124.071	0.384	metal
234	Total Eclipse - 1998 Remaster	0.0023	0.366	265400	0.837	0.124	9	0.126	-6.171	0.0333	140.298	0.557	metal
235	Hallowed Be Thy Name - 1998 Remastered Version	0.00185	0.304	432800	0.909	0.122	9	0.362	-5.162	0.0362	103.99	0.348	metal
236	Where Eagles Dare - 1998 Remastered Version	0.00264	0.264	370333	0.95	0.0453	4	0.433	-7.183	0.0685	113.288	0.468	metal
237	Revelations - 1998 Remastered Version	0.0612	0.283	408227	0.792	0.000339	7	0.346	-7.969	0.0801	175.465	0.435	metal
238	Flight Of Icarus - 1998 Remastered Version	0.0524	0.38	231173	0.893	9.19e-06	6	0.3	-6.332	0.0891	110.876	0.406	metal
239	Die With Your Boots On - 1998 Remastered Version	0.179	0.253	328627	0.926	0.0	0	0.323	-6.416	0.101	175.657	0.55	metal
240	The Trooper - 1998 Remastered Version	0.0238	0.286	250973	0.856	0.0542	4	0.487	-6.777	0.0585	162.12	0.696	metal
241	Still Life - 1998 Remastered Version	0.133	0.242	293533	0.766	0.000142	9	0.522	-8.404	0.14	159.567	0.184	metal
242	Quest For Fire - 1998 Remastered Version	0.11	0.407	221467	0.807	2.95e-05	4	0.223	-7.967	0.0447	124.985	0.644	metal
243	Sun And Steel - 1998 Remastered Version	0.0942	0.288	206533	0.85	1.16e-06	2	0.306	-7.655	0.0887	169.15	0.729	metal
244	To Tame A Land - 1998 Remastered Version	0.34	0.239	445467	0.804	0.364	4	0.118	-7.979	0.0422	96.309	0.205	metal
245	Aces High - 1998 Remastered Version	0.000937	0.305	269467	0.974	0.0139	2	0.153	-5.079	0.0639	134.32	0.538	metal
246	2 Minutes to Midnight - 1998 Remaster	0.000275	0.459	359760	0.953	0.000305	4	0.141	-6.518	0.066	95.074	0.517	metal
247	Losfer Words (Big 'Orra) - 1998 Remastered Version	7.39e-05	0.404	252840	0.986	0.848	7	0.12	-5.493	0.0697	77.669	0.39	metal
248	Flash Of The Blade - 1998 Remastered Version	0.00114	0.393	242667	0.972	0.0134	7	0.211	-5.167	0.0596	111.577	0.53	metal
249	The Duelists - 1998 Remastered Version	0.000294	0.239	366427	0.959	0.0536	4	0.127	-6.214	0.0665	158.089	0.62	metal
250	Back In The Village - 1998 Remastered Version	0.000256	0.343	320507	0.971	0.00229	7	0.481	-6.692	0.0943	132.906	0.37	metal
251	Powerslave - 1998 Remaster	0.000446	0.309	407760	0.976	0.0776	4	0.536	-6.151	0.104	137.44	0.251	metal
252	Rime Of The Ancient Mariner - 1998 Remastered Version	0.00754	0.404	814467	0.941	0.0312	2	0.253	-6.516	0.0731	112.957	0.104	metal
253	Caught Somewhere in Time - 1998 Remaster	0.00309	0.156	445760	0.988	0.00322	4	0.198	-4.71	0.225	174.338	0.152	metal
254	Wasted Years - 1998 Remaster	0.0605	0.242	307573	0.953	3.38e-05	4	0.135	-5.555	0.115	153.738	0.342	metal
255	Sea of Madness - 1998 Remaster	0.0238	0.278	342000	0.984	0.000205	11	0.303	-4.998	0.15	144.199	0.14	metal
256	Heaven Can Wait - 1998 Remaster	0.0314	0.296	441400	0.974	0.000324	7	0.102	-5.351	0.118	106.83	0.371	metal
257	The Loneliness of the Long Distance Runner - 1998 Remaster	0.00453	0.149	391293	0.984	0.0809	4	0.158	-4.985	0.306	186.643	0.174	metal
258	Stranger in a Strange Land - 1998 Remaster	0.111	0.253	344507	0.891	0.000283	9	0.106	-5.502	0.0883	109.964	0.517	metal
259	Deja-Vu - 1998 Remaster	0.00469	0.336	296200	0.976	0.0182	5	0.11	-5.361	0.139	94.353	0.308	metal
260	Alexander the Great (356-323 BC) - 1998 Remaster	0.0985	0.398	515627	0.917	0.00887	4	0.11	-5.611	0.105	113.35	0.23	metal
261	Moonchild - 1998 Remaster	0.0771	0.281	340760	0.931	3.1e-06	9	0.265	-8.07	0.168	130.416	0.229	metal
262	Infinite Dreams - 1998 Remaster	0.031	0.199	368973	0.93	4.3e-05	4	0.157	-7.737	0.08	78.003	0.681	metal
263	Can I Play with Madness - 1998 Remaster	0.0678	0.312	211027	0.962	0.0	2	0.272	-6.586	0.0854	141.892	0.572	metal
264	The Evil That Men Do - 1998 Remaster	0.00243	0.263	273973	0.949	5.16e-06	4	0.0625	-7.538	0.106	161.225	0.367	metal
265	Seventh Son of a Seventh Son - 1998 Remaster	0.17	0.248	593533	0.807	0.00905	4	0.164	-8.807	0.0539	105.896	0.102	metal
266	The Prophecy - 1998 Remaster	0.225	0.271	305467	0.749	0.000124	2	0.165	-9.599	0.0473	139.95	0.227	metal
267	The Clairvoyant - 1998 Remaster	0.0744	0.327	267000	0.903	1.84e-05	2	0.131	-7.522	0.0808	102.54	0.531	metal
268	Only the Good Die Young - 1998 Remaster	0.119	0.192	280893	0.943	0.0	4	0.175	-7.758	0.128	172.309	0.315	metal
269	Tailgunner - 1998 Remastered Version	0.0551	0.363	255160	0.932	4.04e-05	11	0.118	-5.701	0.0448	103.779	0.574	metal
270	Holy Smoke - 1998 Remastered Version	0.0462	0.244	228027	0.979	0.0	2	0.0495	-5.437	0.144	165.561	0.45	metal
271	No Prayer For The Dying - 1998 Remastered Version	0.047	0.274	263267	0.897	0.00147	4	0.196	-7.305	0.0619	107.252	0.547	metal
272	Public Enema Number One - 1998 Remastered Version	0.03	0.158	253400	0.964	0.0	0	0.317	-5.472	0.0909	168.728	0.535	metal
273	Fates Warning - 1998 Remastered Version	0.0414	0.281	252440	0.978	2.65e-06	4	0.0582	-5.756	0.219	143.375	0.147	metal
274	The Assassin - 1998 Remastered Version	0.0614	0.246	275493	0.954	2.85e-05	0	0.259	-6.233	0.0607	97.407	0.565	metal
275	Run Silent Run Deep - 1998 Remastered Version	0.108	0.33	275733	0.896	1.58e-06	4	0.107	-6.296	0.092	117.05	0.442	metal
276	Hooks In You - 1998 Remastered Version	0.0822	0.176	248000	0.963	1.25e-06	4	0.422	-5.518	0.111	166.855	0.491	metal
277	Bring Your Daughter...To The Slaughter - 1998 Remastered Version	0.0434	0.283	285173	0.897	0.0	9	0.276	-6.087	0.0663	146.509	0.52	metal
278	Mother Russia - 1998 Remastered Version	0.312	0.305	330693	0.801	0.0339	2	0.273	-7.776	0.0418	94.0	0.372	metal
279	Be Quick Or Be Dead - 1998 Remastered Version	0.000185	0.334	204360	0.949	0.00102	7	0.109	-6.451	0.0749	127.828	0.601	metal
280	From Here To Eternity - 1998 Remastered Version	0.00363	0.302	218307	0.915	8.5e-05	9	0.125	-7.201	0.0718	76.714	0.468	metal
281	Afraid To Shoot Strangers - 1998 Remastered Version	0.00332	0.331	416493	0.741	0.0193	6	0.0829	-8.082	0.0412	112.758	0.347	metal
282	Fear Is The Key - 1998 Remastered Version	0.00152	0.311	335307	0.897	6.36e-05	9	0.243	-6.914	0.053	95.179	0.337	metal
283	Childhood's End - 1998 Remastered Version	0.000119	0.229	280560	0.903	0.0295	6	0.204	-7.26	0.0517	85.471	0.329	metal
284	Wasting Love - 1998 Remastered Version	0.00753	0.313	350933	0.572	7.01e-06	4	0.0911	-8.536	0.0347	142.062	0.287	metal
285	The Fugitive - 1998 Remastered Version	0.00416	0.353	294067	0.911	0.00141	2	0.628	-7.95	0.0379	90.213	0.589	metal
286	Chains Of Misery - 1998 Remastered Version	0.0026	0.293	217400	0.931	0.0	0	0.283	-6.528	0.0663	134.401	0.406	metal
287	The Apparition - 1998 Remastered Version	0.00124	0.583	234533	0.876	3.79e-05	2	0.0738	-7.789	0.0359	98.09	0.717	metal
288	Judas Be My Guide - 1998 Remastered Version	0.000507	0.237	188800	0.915	1.18e-06	2	0.0549	-5.799	0.0607	83.544	0.444	metal
289	Weekend Warrior - 1998 Remastered Version	0.0111	0.353	339707	0.879	0.0	7	0.257	-7.656	0.0696	135.012	0.74	metal
290	Fear Of The Dark - 1998 Remastered Version	0.000762	0.302	436827	0.815	0.00034	2	0.0959	-8.756	0.0582	109.937	0.251	metal
291	Sign Of The Cross	0.0193	0.342	677960	0.714	0.448	2	0.112	-11.799	0.0524	100.541	0.0904	metal
292	Man On The Edge	0.00393	0.385	253373	0.951	0.000378	9	0.283	-7.026	0.141	136.532	0.187	metal
293	Fortunes Of War	0.181	0.374	443933	0.561	0.177	4	0.113	-11.236	0.0798	84.017	0.289	metal
294	Lord Of The Flies	0.017	0.311	303667	0.825	0.000197	6	0.22	-8.493	0.043	164.608	0.357	metal
295	Look For The Truth	0.209	0.363	310200	0.511	0.00094	4	0.0906	-12.38	0.0482	98.386	0.0921	metal
296	The Aftermath	0.0308	0.393	380760	0.634	0.000231	2	0.195	-7.699	0.0396	127.014	0.224	metal
297	Judgement Of Heaven	0.00205	0.328	312440	0.931	0.00209	6	0.0733	-8.673	0.0561	176.337	0.459	metal
298	Blood On The World's Hands	0.103	0.452	357760	0.794	0.0143	9	0.0923	-9.848	0.086	112.318	0.376	metal
299	The Edge Of Darkness	0.0315	0.374	399307	0.73	0.00272	9	0.0842	-10.02	0.117	136.349	0.126	metal
300	2 AM	0.0193	0.316	337627	0.475	0.000367	4	0.0965	-11.467	0.033	153.707	0.178	metal
301	The Unbeliever	0.00731	0.4	490373	0.843	0.045	9	0.0612	-8.927	0.0495	109.779	0.437	metal
302	Futureal	0.0107	0.415	176067	0.99	0.00147	4	0.295	-3.153	0.0906	98.139	0.684	metal
303	The Angel And The Gambler	0.135	0.316	592707	0.835	0.00352	2	0.129	-6.028	0.0444	157.526	0.367	metal
304	Lightning Strikes Twice	0.123	0.221	290333	0.963	0.00013	7	0.229	-3.839	0.224	184.114	0.369	metal
305	The Clansman	0.239	0.204	539773	0.764	0.00945	2	0.118	-3.989	0.058	77.716	0.15	metal
306	When Two Worlds Collide	0.0466	0.271	377267	0.914	8.41e-05	11	0.2	-3.812	0.0722	139.381	0.331	metal
307	All Out Life	0.000683	0.499	340132	0.97	0.136	0	0.0871	-2.838	0.116	106.558	0.0506	metal
308	Psychosocial	0.00252	0.576	283400	0.989	0.0032	2	0.0243	-1.909	0.112	135.093	0.352	metal
309	Duality	0.000237	0.354	252613	0.982	0.000294	4	0.204	-3.026	0.168	143.772	0.194	metal
310	Before I Forget	0.0177	0.291	278600	0.974	5.44e-06	6	0.886	-2.997	0.171	134.724	0.348	metal
311	The Devil In I	0.00591	0.398	342821	0.939	0.000881	9	0.357	-2.865	0.0648	92.027	0.235	metal
312	Vermilion, Pt. 2	0.334	0.589	224320	0.442	0.000424	4	0.0987	-8.517	0.0291	122.688	0.0904	metal
313	Snuff	0.012	0.544	276147	0.69	0.0095	6	0.0615	-5.723	0.0425	123.962	0.219	metal
314	Dead Memories	0.000443	0.547	268587	0.963	0.0251	4	0.353	-2.337	0.0744	130.061	0.441	metal
315	Wait and Bleed	0.00208	0.382	147840	0.996	0.0	7	0.417	-4.119	0.104	93.345	0.327	metal
316	(sic)	0.000536	0.38	199881	0.994	0.00128	7	0.0956	-4.638	0.124	96.325	0.267	metal
317	People = Shit	5.8e-05	0.462	215600	0.996	0.00377	11	0.139	-2.973	0.231	122.072	0.145	metal
318	Spit It Out	0.0309	0.331	159773	0.946	5.62e-06	7	0.254	-4.599	0.0775	139.965	0.534	metal
319	Liberate	0.000779	0.334	184307	0.99	0.0	1	0.0744	-3.961	0.187	145.162	0.395	metal
320	Killpop	0.000311	0.306	225067	0.926	0.000644	1	0.0776	-2.754	0.0912	158.47	0.483	metal
321	Left Behind	7.03e-05	0.229	241467	0.994	0.00548	6	0.318	-3.431	0.22	156.623	0.115	metal
322	Vermilion	0.00421	0.219	316667	0.989	0.0156	11	0.375	-2.962	0.16	168.069	0.149	metal
323	Eyeless	0.000463	0.293	236360	0.997	3.95e-05	4	0.415	-4.364	0.217	100.348	0.13	metal
324	The Nameless	0.0155	0.338	268040	0.983	0.000743	7	0.502	-2.429	0.18	105.938	0.22	metal
325	The Negative One	0.0002	0.505	325171	0.979	0.00135	0	0.334	-1.665	0.0715	108.2	0.312	metal
326	All Hope Is Gone	0.00221	0.556	284760	0.996	0.000142	1	0.265	-2.517	0.171	100.061	0.206	metal
327	Surfacing	0.000456	0.443	218093	0.993	0.0437	11	0.307	-4.517	0.101	106.875	0.276	metal
328	Custer	0.00174	0.407	254467	0.98	0.000112	7	0.119	-1.58	0.107	131.066	0.537	metal
329	Sarcastrophe	0.00191	0.453	306080	0.989	0.0059	2	0.0806	-2.766	0.111	102.784	0.0388	metal
330	Sulfur	0.000234	0.278	277800	0.985	0.000235	11	0.104	-1.934	0.129	104.803	0.342	metal
331	The Heretic Anthem	0.000562	0.451	254000	0.993	0.00479	1	0.152	-4.143	0.185	100.827	0.14	metal
332	Pulse of the Maggots	0.00301	0.218	259733	0.994	3.4e-06	7	0.228	-2.222	0.291	87.469	0.112	metal
333	Lech	0.000238	0.44	290427	0.975	0.0159	11	0.407	-2.024	0.0806	147.938	0.552	metal
334	Vendetta	0.00017	0.338	315507	0.974	0.00104	2	0.0271	-2.426	0.0648	135.472	0.459	metal
335	AOV	0.000507	0.536	332907	0.988	6.45e-05	7	0.366	-1.777	0.0671	130.777	0.231	metal
336	Skeptic	0.000326	0.563	286560	0.972	0.00499	7	0.102	-1.751	0.0896	91.922	0.619	metal
337	My Plague	0.000278	0.279	220293	0.993	0.000394	11	0.197	-2.67	0.209	88.553	0.107	metal
338	The Blister Exists	0.000568	0.392	319427	0.993	0.0067	6	0.272	-2.535	0.134	95.298	0.351	metal
339	Purity	0.000105	0.283	265453	0.978	0.0735	6	0.252	-5.612	0.18	166.178	0.399	metal
340	Disasterpiece	0.000128	0.395	308307	0.988	0.000244	11	0.134	-4.063	0.246	107.684	0.189	metal
341	Everything Ends	7.8e-05	0.467	254107	0.992	0.00175	11	0.41	-3.218	0.175	115.209	0.317	metal
342	Freak On a Leash	3.22e-05	0.339	255333	0.891	0.115	2	0.388	-6.527	0.0522	102.925	0.542	metal
343	Coming Undone	0.000658	0.687	199773	0.677	0.000146	2	0.0564	-4.172	0.0508	75.052	0.546	metal
344	Falling Away from Me	0.00014	0.468	270920	0.769	0.00124	4	0.271	-7.036	0.041	104.102	0.17	metal
345	Blind	0.00678	0.283	258267	0.891	0.0038	2	0.159	-8.165	0.178	92.049	0.226	metal
346	Got the Life	1.26e-05	0.482	225173	0.878	0.647	11	0.409	-6.154	0.0549	123.543	0.538	metal
347	Right Now	0.000726	0.56	189960	0.935	0.000645	11	0.0776	-3.609	0.0986	102.946	0.383	metal
348	Here To Stay	7.81e-06	0.564	270960	0.947	0.828	2	0.373	-4.998	0.0448	100.002	0.351	metal
349	Twisted Transistor	0.00043	0.58	188933	0.983	0.00694	5	0.0801	-3.291	0.0636	110.053	0.416	metal
350	Y'all Want a Single	0.0107	0.756	197907	0.811	0.0	0	0.538	-3.685	0.0836	118.034	0.715	metal
351	Word Up!	2.39e-05	0.568	172573	0.945	0.0742	6	0.352	-4.438	0.0359	116.039	0.82	metal
352	A.D.I.D.A.S.	0.00406	0.334	153600	0.898	0.0202	11	0.162	-6.821	0.196	110.364	0.226	metal
353	Did My Time	5.9e-05	0.546	244493	0.864	0.00224	1	0.304	-3.893	0.0475	93.022	0.274	metal
354	Thoughtless	0.000445	0.593	272920	0.933	0.384	5	0.068	-4.894	0.119	153.993	0.497	metal
355	Somebody Someone	0.000915	0.498	227587	0.714	0.361	8	0.101	-7.917	0.0361	91.289	0.226	metal
356	Make Me Bad	0.000192	0.532	235613	0.797	0.0252	11	0.229	-6.889	0.0499	110.006	0.417	metal
357	Alone I Break	0.00247	0.614	256853	0.707	0.0975	1	0.101	-5.484	0.0519	159.976	0.711	metal
358	Evolution	0.0621	0.651	217507	0.886	0.019	3	0.239	-4.925	0.0547	102.93	0.538	metal
359	A Different World (feat. Corey Taylor)	0.000389	0.576	200960	0.785	0.0109	10	0.103	-4.873	0.0355	105.118	0.406	metal
360	Get Up! - feat. Skrillex	0.000199	0.508	222640	0.894	0.00135	1	0.476	-4.664	0.0779	139.944	0.248	metal
361	Narcissistic Cannibal (feat. Skrillex & Kill The Noise)	0.000456	0.519	190707	0.892	0.000525	11	0.572	-5.285	0.113	174.027	0.559	metal
362	Twist	0.395	0.558	49213	0.989	9.81e-05	1	0.375	-5.041	0.158	83.071	0.635	metal
363	Hater	0.000241	0.507	233389	0.947	6.11e-05	2	0.211	-3.652	0.0542	94.034	0.51	metal
364	Everything I've Known	0.000206	0.324	214667	0.825	5.27e-06	5	0.349	-4.21	0.0542	99.973	0.231	metal
365	Shoots and Ladders	0.00617	0.33	322293	0.742	0.0056	0	0.315	-9.766	0.0801	88.869	0.225	metal
366	Rotting In Vain	0.000121	0.498	213000	0.946	2.56e-05	2	0.359	-4.793	0.0602	106.275	0.31	metal
367	Prey For Me	0.000174	0.582	215993	0.941	0.0445	7	0.235	-5.274	0.0728	113.019	0.289	metal
368	Alive	9.23e-06	0.547	270240	0.905	0.331	4	0.177	-3.751	0.0712	108.992	0.307	metal
369	Never Never	0.000358	0.541	221002	0.916	2.15e-05	7	0.684	-4.839	0.0617	87.524	0.243	metal
370	Love & Meth	0.000207	0.551	243107	0.922	0.000199	11	0.349	-5.742	0.101	90.049	0.283	metal
371	It's On!	0.00074	0.447	269573	0.795	0.0237	11	0.0992	-6.855	0.109	90.975	0.229	metal
372	Black Is The Soul	1.77e-05	0.465	241147	0.946	0.0844	9	0.134	-4.205	0.068	133.802	0.338	metal
373	Faget	0.0265	0.532	350600	0.84	6.58e-05	9	0.151	-6.488	0.0993	89.193	0.447	metal
374	Good God	0.003	0.548	201960	0.904	0.024	11	0.655	-7.011	0.0992	124.75	0.585	metal
375	Beg for Me	0.000631	0.538	233760	0.664	0.727	11	0.283	-7.969	0.031	87.047	0.234	metal
376	Hold On	0.000354	0.597	185533	0.981	0.808	9	0.0902	-3.901	0.0946	99.994	0.151	metal
377	All In the Family	0.00124	0.659	288973	0.846	0.0	7	0.0415	-7.579	0.111	92.803	0.595	metal
378	Take Me	0.000249	0.371	180160	0.851	4e-05	2	0.0951	-3.712	0.125	104.033	0.515	metal
379	Pretty	0.00032	0.369	252573	0.847	0.192	2	0.624	-6.951	0.111	109.105	0.401	metal
380	Children of the Korn	0.00277	0.697	232600	0.808	0.00258	1	0.0509	-6.803	0.203	95.841	0.54	metal
381	Spike In My Veins	6.24e-05	0.452	264862	0.98	0.0122	6	0.417	-5.775	0.0746	172.064	0.526	metal
382	Divine	0.00865	0.455	170373	0.958	1.49e-05	9	0.137	-5.91	0.143	123.888	0.419	metal
383	Let The Guilt Go	0.0166	0.441	236093	0.992	1.25e-06	0	0.187	-3.472	0.164	118.977	0.187	metal
384	Chi	0.005	0.543	235947	0.829	0.00186	11	0.181	-7.931	0.148	123.998	0.521	metal
385	Politics	0.000193	0.555	196947	0.983	0.00349	5	0.297	-3.875	0.0659	107.103	0.243	metal
386	Oildale [Leave Me Alone]	0.00144	0.3	283093	0.978	0.00768	7	0.375	-4.193	0.132	142.378	0.179	metal
387	My Gift to You	6.06e-05	0.358	435453	0.585	0.299	9	0.194	-6.194	0.0315	102.656	0.0773	metal
388	Cameltosis	0.00252	0.478	278400	0.928	0.0417	9	0.105	-6.127	0.321	173.704	0.4	metal
389	Proud	0.000214	0.391	197533	0.959	0.147	10	0.09	-4.389	0.055	119.44	0.63	metal
390	Ball Tongue	0.0235	0.543	269440	0.874	0.0611	2	0.097	-6.924	0.109	106.309	0.422	metal
391	Clown	0.00964	0.453	276533	0.797	4.28e-05	1	0.0832	-6.925	0.179	79.909	0.327	metal
392	Intro - Fallen Temple Live	0.000557	0.226	163627	0.239	0.823	2	0.374	-22.425	0.0531	120.187	0.204	metal
393	Before the Veil - By Ilhan Barutcu Live	0.787	0.185	100573	0.363	0.784	7	0.882	-14.446	0.0361	77.923	0.12	metal
394	Behind the Veil - Live Popcular Disari	0.000789	0.375	276093	0.913	2.59e-05	2	0.319	-6.922	0.0592	108.656	0.25	metal
395	Welcome the End - Live Popcular Disari	0.000251	0.358	238773	0.948	0.0026	7	0.902	-7.203	0.124	139.065	0.0777	metal
396	No One Wins the Fight - Live Popçular Dışarı	0.000202	0.316	265160	0.901	0.0702	2	0.647	-7.773	0.0525	102.214	0.119	metal
397	Vita Es Morte - Live Popcular Disari	0.000333	0.334	436507	0.962	0.00144	7	0.174	-7.205	0.0754	101.918	0.109	metal
398	Gündüz Gece - Live Popcular Disari	0.00014	0.34	192667	0.948	0.0338	0	0.652	-7.71	0.0805	110.207	0.168	metal
399	Black Magic - Live Popçular Dışarı	0.000328	0.223	256827	0.97	0.625	4	0.719	-8.229	0.109	97.027	0.0408	metal
400	Rotten Dogs - Live Popcular Disari	9.01e-05	0.313	226667	0.988	0.662	7	0.863	-6.873	0.0839	105.675	0.124	metal
401	999 - By ilhan Barutçu	0.876	0.223	103933	0.274	0.929	7	0.347	-17.745	0.0471	77.885	0.0533	metal
402	1000 in the Eastland - Live Popcular Disari	0.000628	0.235	361040	0.838	0.0406	7	0.311	-7.245	0.0583	138.457	0.104	metal
403	Anatolia - Live Popcular Disari	0.0376	0.308	308467	0.829	0.000303	7	0.923	-7.824	0.0689	110.354	0.383	metal
404	Ölümlü - Live at 4 Subat 2007 Bostanci	0.000436	0.477	318240	0.98	5.75e-05	2	0.982	-3.793	0.0537	131.051	0.333	metal
405	Bu Alemi Goren Sensin - Live at 4 Subat 2007 Bostanci	8.94e-05	0.497	363733	0.958	0.0682	2	0.386	-4.06	0.0485	125.525	0.458	metal
406	For the One Unchanging - Live at 4 Subat 2007 Bostanci	0.000275	0.359	327787	0.954	0.00923	7	0.306	-3.64	0.0524	126.369	0.497	metal
407	In Esir Like an Eagle - Live at 4 Subat 2007 Bostanci	2.5e-05	0.258	347947	0.992	0.00102	2	0.813	-3.621	0.093	99.951	0.194	metal
408	Seytan Bunun Neresinde - Live at 4 Subat 2007 Bostanci	0.000257	0.241	203507	0.982	0.016	7	0.946	-4.069	0.0887	99.11	0.537	metal
409	Bir - Live at 4 Subat 2007 Bostanci	0.00031	0.376	256973	0.96	3.07e-05	7	0.74	-3.701	0.0947	144.643	0.477	metal
410	Gündüz Gece - Live at 4 Subat 2007 Bostanci	0.000322	0.317	346627	0.976	0.346	0	0.992	-5.03	0.161	106.484	0.189	metal
411	Secret Missile	0.122	0.556	410267	0.757	0.243	0	0.126	-12.819	0.0517	102.968	0.379	metal
412	We Come from Nowhere	0.0144	0.43	57027	0.987	0.964	2	0.73	-9.267	0.19	186.065	0.0526	metal
413	Fly Forever	0.0429	0.115	384400	0.766	0.289	9	0.174	-10.796	0.0837	68.075	0.256	metal
414	Give Me Something to Kill the Pain - Live Popcular Disari	0.00174	0.412	263467	0.94	0.000146	2	0.765	-6.68	0.0615	96.452	0.354	metal
415	Doğmadan Önce	0.00729	0.574	351773	0.826	0.00482	11	0.114	-4.789	0.0725	125.799	0.328	metal
416	Geçmişin Yükü	0.00953	0.304	304427	0.941	0.00473	5	0.174	-4.48	0.153	195.87	0.499	metal
417	For Those Who Died Alone	0.00354	0.182	496000	0.851	0.802	0	0.0886	-6.455	0.0588	91.048	0.292	metal
418	Mezarkabul	0.000116	0.207	472453	0.85	0.838	2	0.144	-7.928	0.0526	114.04	0.389	metal
419	Apokalips	0.038	0.536	384173	0.813	0.000425	2	0.108	-5.002	0.0712	107.946	0.238	metal
420	Behind the Veil - Live at 4 Subat 2007 Bostanci	0.000222	0.367	302760	0.963	0.000117	7	0.96	-4.149	0.0619	108.978	0.382	metal
421	Infinity	0.48	0.378	327493	0.411	0.0	4	0.199	-12.248	0.0274	170.121	0.28	metal
422	Lions in a Cage - Live at 4 Subat 2007 Bostanci	5.15e-05	0.355	364587	0.958	0.000441	7	0.936	-3.805	0.0738	101.457	0.279	metal
423	Hardwired	1.15e-05	0.13	191332	0.991	0.00412	11	0.225	-3.126	0.0604	185.364	0.505	metal
424	Atlas, Rise!	3.28e-05	0.419	388625	0.994	0.0192	9	0.0784	-3.191	0.0596	95.571	0.41	metal
425	Now That We're Dead	0.000101	0.566	419075	0.951	0.103	2	0.266	-3.591	0.0464	128.304	0.345	metal
426	Moth Into Flame	3.28e-05	0.169	350644	0.978	0.00395	4	0.0567	-3.37	0.0657	179.035	0.38	metal
427	Dream No More	6.31e-05	0.505	389598	0.947	0.00429	7	0.0628	-3.476	0.0601	97.615	0.287	metal
428	Halo On Fire	1.31e-05	0.328	495017	0.937	0.00327	4	0.0627	-3.261	0.0506	124.431	0.228	metal
429	Confusion	3.06e-05	0.45	401226	0.991	0.0247	4	0.126	-3.532	0.0656	122.285	0.337	metal
430	ManUNkind	2.21e-05	0.295	415599	0.941	0.00535	4	0.098	-4.167	0.0461	136.404	0.354	metal
431	Here Comes Revenge	6.38e-05	0.494	437625	0.98	0.0822	6	0.136	-3.823	0.0666	131.148	0.315	metal
432	Am I Savage?	2.1e-05	0.295	389663	0.944	0.000822	0	0.0735	-3.66	0.0519	144.03	0.236	metal
433	Murder One	2.17e-05	0.445	345277	0.953	0.00251	6	0.108	-3.359	0.0408	107.222	0.351	metal
434	Spit Out the Bone	9.25e-06	0.157	429199	0.987	0.0628	9	0.151	-3.739	0.091	167.949	0.462	metal
435	Lords of Summer	1.18e-05	0.21	430000	0.974	0.00326	11	0.279	-3.91	0.0579	164.035	0.603	metal
436	Ronnie Rising Medley - A Light In the Black / Tarot Woman / Stargazer / Kill the King	1.13e-05	0.312	543147	0.914	0.00108	1	0.0604	-5.332	0.0607	130.126	0.425	metal
437	When a Blind Man Cries	0.000349	0.367	275013	0.768	0.0608	8	0.11	-5.798	0.0422	135.067	0.289	metal
438	Remember Tomorrow	6.94e-05	0.264	350067	0.953	0.308	10	0.06	-3.952	0.045	104.152	0.321	metal
